Year,Month,Day,Home_ID,Home_name,Home_wins_last10,Home_wins_VERSUS_last2,Home_goals_lastGame,Home_assists_lastGame,Home_GA_startingGoalie,Home_SA_startingGoalie,Home_GA_allGoalies,Home_SA_allGoalies,Away_ID,Away_name,Away_wins_last10,Away_wins_VERSUS_last2,Away_goals_lastGame,Away_assists_lastGame,Away_GA_startingGoalie,Away_SA_startingGoalie,Away_GA_allGoalies,Away_SA_allGoalies,Home_Won
1934,11,8,17,St. Louis Eagles,0,0,2,4,2,0,2,0,11,Chicago Black Hawks,3,0,2,4,1,0,3,0,False
1934,11,8,13,Toronto Maple Leafs,5,1,3,2,3,0,3,0,6,Boston Bruins,6,1,6,10,5,0,5,0,True
1934,11,10,17,St. Louis Eagles,0,0,1,1,3,0,3,0,10,New York Rangers,4,0,2,2,3,0,3,0,True
1934,11,10,13,Toronto Maple Leafs,6,1,5,6,3,0,3,0,0,Montreal Canadiens,7,1,4,2,2,0,3,0,True
1934,11,11,16,Detroit Red Wings,6,1,1,2,0,0,15,0,6,Boston Bruins,6,1,3,2,5,0,5,0,False
1934,11,13,17,St. Louis Eagles,1,0,4,3,2,0,2,0,7,Montreal Maroons,5,0,2,6,2,0,4,0,False
1934,11,15,16,Detroit Red Wings,5,1,2,3,4,0,19,0,10,New York Rangers,3,1,2,3,9,0,13,0,True
1934,11,15,7,Montreal Maroons,6,1,2,1,1,0,3,0,11,Chicago Black Hawks,4,1,2,3,1,0,3,0,False
1934,11,15,9,New York Americans,4,0,3,7,0,0,29,0,13,Toronto Maple Leafs,6,2,2,2,1,0,1,0,False
1934,11,17,6,Boston Bruins,7,0,4,2,2,0,2,0,17,St. Louis Eagles,1,0,1,0,2,0,2,0,True
1934,11,17,0,Montreal Canadiens,7,1,1,1,2,0,5,0,16,Detroit Red Wings,6,1,8,12,2,0,17,0,False
1934,11,17,13,Toronto Maple Leafs,6,1,1,1,0,0,0,0,7,Montreal Maroons,5,1,3,3,4,0,6,0,True
1934,11,18,11,Chicago Black Hawks,5,2,5,5,3,0,5,0,13,Toronto Maple Leafs,6,0,2,3,1,0,1,0,False
1934,11,18,10,New York Rangers,3,0,2,2,4,0,12,0,17,St. Louis Eagles,1,1,0,0,1,0,1,0,True
1934,11,20,6,Boston Bruins,8,1,1,3,0,0,0,0,16,Detroit Red Wings,6,1,3,3,0,0,16,0,True
1934,11,20,9,New York Americans,3,2,0,1,1,0,28,0,7,Montreal Maroons,4,0,1,2,2,0,4,0,False
1934,11,20,17,St. Louis Eagles,1,0,0,0,5,0,5,0,13,Toronto Maple Leafs,7,0,5,6,0,0,0,0,False
1934,11,22,11,Chicago Black Hawks,5,1,0,0,5,0,7,0,17,St. Louis Eagles,1,0,2,4,5,0,5,0,True
1934,11,22,0,Montreal Canadiens,6,2,0,0,3,0,3,0,9,New York Americans,2,0,0,0,3,0,28,0,False
1934,11,22,10,New York Rangers,4,0,5,5,0,0,8,0,16,Detroit Red Wings,5,2,0,0,1,0,18,0,True
1934,11,24,7,Montreal Maroons,5,2,3,4,0,0,2,0,0,Montreal Canadiens,5,0,3,4,4,0,4,0,True
1934,11,24,17,St. Louis Eagles,1,0,0,0,1,0,1,0,6,Boston Bruins,8,1,1,1,0,0,0,0,False
1934,11,24,13,Toronto Maple Leafs,8,1,5,5,2,0,2,0,16,Detroit Red Wings,5,1,3,3,4,0,20,0,True
1934,11,25,11,Chicago Black Hawks,6,0,1,1,0,0,2,0,6,Boston Bruins,8,2,4,3,1,0,1,0,True
1934,11,25,16,Detroit Red Wings,5,0,2,4,3,0,19,0,17,St. Louis Eagles,1,0,1,1,4,0,4,0,True
1934,11,25,9,New York Americans,3,1,4,6,3,0,29,0,10,New York Rangers,4,1,4,6,3,0,11,0,True
1934,11,27,6,Boston Bruins,8,1,0,0,4,0,4,0,11,Chicago Black Hawks,6,1,4,5,0,0,2,0,False
1934,11,27,10,New York Rangers,4,1,1,1,3,0,11,0,0,Montreal Canadiens,5,1,1,1,3,0,5,0,False
1934,11,29,7,Montreal Maroons,5,1,3,2,1,0,3,0,16,Detroit Red Wings,5,1,4,7,1,0,16,0,True
1934,11,29,9,New York Americans,3,2,3,3,1,0,27,0,11,Chicago Black Hawks,7,0,3,1,2,0,4,0,True
1934,12,1,0,Montreal Canadiens,5,1,3,3,2,0,4,0,6,Boston Bruins,7,1,1,3,3,0,3,0,False
1934,12,1,10,New York Rangers,3,1,2,2,3,0,11,0,7,Montreal Maroons,6,1,2,2,1,0,3,0,False
1934,12,1,13,Toronto Maple Leafs,8,1,3,3,2,0,2,0,17,St. Louis Eagles,1,0,1,2,4,0,4,0,True
1934,12,2,11,Chicago Black Hawks,7,0,0,0,2,0,4,0,9,New York Americans,4,2,2,1,0,0,27,0,False
1934,12,2,16,Detroit Red Wings,4,0,1,2,2,0,17,0,13,Toronto Maple Leafs,9,2,4,5,3,0,3,0,True
1934,12,4,6,Boston Bruins,7,1,3,1,0,0,0,0,13,Toronto Maple Leafs,8,1,0,0,3,0,3,0,False
1934,12,4,0,Montreal Canadiens,4,2,0,0,2,0,4,0,10,New York Rangers,3,0,2,4,5,0,13,0,True
1934,12,4,17,St. Louis Eagles,1,0,3,3,4,0,4,0,9,New York Americans,5,0,2,1,1,0,28,0,True
